GDP,Population,Energy_production,Energy_consumption,CO2_emission,per_capita_production,Energy_intensity_by_GDP,balance,eficiency,energy_dependecy,use_intensity_pc,co2_pc,latitude,longitude,Year,Country,Energy_type,CODE_x,continent,clusters,energy_type
392.673,24268.73,1.686,0.888,40.21,86.104,5.322,0.798,23.849,0.002,0.0,0.002,4.21,101.976,2002-01-01,Malaysia,natural_gas,MYS,Asia,2,2
392.673,24268.73,1.573,1.014,70.059,86.104,5.322,0.559,44.535,0.003,0.0,0.003,4.21,101.976,2002-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
392.673,24268.73,0.053,0.053,0.0,86.104,5.322,-0.0,0.0,0.0,0.0,0.0,4.21,101.976,2002-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
415.403,24762.25,0.014,0.141,13.146,84.241,5.022,-0.127,947.34,0.0,0.0,0.001,4.21,101.976,2003-01-01,Malaysia,coal,MYS,Asia,0,4
415.403,24762.25,1.778,0.891,47.096,84.241,5.022,0.887,26.495,0.002,0.0,0.002,4.21,101.976,2003-01-01,Malaysia,natural_gas,MYS,Asia,2,2
415.403,24762.25,0.058,0.058,0.0,84.241,5.022,0.0,0.0,0.0,0.0,0.0,4.21,101.976,2003-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
415.403,24762.25,1.663,0.997,70.965,84.241,5.022,0.666,42.671,0.002,0.0,0.003,4.21,101.976,2003-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
443.578,25255.4,0.016,0.21,13.718,84.248,4.797,-0.195,880.136,0.0,0.0,0.001,4.21,101.976,2004-01-01,Malaysia,coal,MYS,Asia,0,4
443.578,25255.4,1.838,0.793,47.273,84.248,4.797,1.045,25.723,0.002,0.0,0.002,4.21,101.976,2004-01-01,Malaysia,natural_gas,MYS,Asia,2,2
443.578,25255.4,1.639,1.066,69.504,84.248,4.797,0.573,42.413,0.002,0.0,0.003,4.21,101.976,2004-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
443.578,25255.4,0.058,0.058,0.0,84.248,4.797,-0.001,0.0,0.0,0.0,0.0,4.21,101.976,2004-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
465.651,25754.27,0.017,0.238,20.515,91.773,5.076,-0.22,1186.099,0.001,0.0,0.001,4.21,101.976,2005-01-01,Malaysia,coal,MYS,Asia,0,4
465.651,25754.27,2.082,1.031,42.064,91.773,5.076,1.051,20.207,0.002,0.0,0.002,4.21,101.976,2005-01-01,Malaysia,natural_gas,MYS,Asia,2,2
465.651,25754.27,0.051,0.044,0.0,91.773,5.076,0.007,0.0,0.0,0.0,0.0,4.21,101.976,2005-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
465.651,25754.27,1.57,1.05,74.401,91.773,5.076,0.52,47.385,0.002,0.0,0.003,4.21,101.976,2005-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
491.655,26264.93,0.02,0.244,23.196,97.43,5.205,-0.225,1172.919,0.0,0.0,0.001,4.21,101.976,2006-01-01,Malaysia,coal,MYS,Asia,0,4
491.655,26264.93,2.237,1.203,54.711,97.43,5.205,1.034,24.456,0.002,0.0,0.002,4.21,101.976,2006-01-01,Malaysia,natural_gas,MYS,Asia,2,2
491.655,26264.93,1.485,1.056,73.359,97.43,5.205,0.429,49.392,0.002,0.0,0.003,4.21,101.976,2006-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
491.655,26264.93,0.065,0.056,0.0,97.43,5.205,0.009,0.0,0.0,0.0,0.0,4.21,101.976,2006-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
522.625,26782.55,0.024,0.305,23.835,101.284,5.19,-0.282,1010.159,0.001,0.0,0.001,4.21,101.976,2007-01-01,Malaysia,coal,MYS,Asia,0,4
522.625,26782.55,2.216,1.119,63.827,101.284,5.19,1.097,28.803,0.002,0.0,0.002,4.21,101.976,2007-01-01,Malaysia,natural_gas,MYS,Asia,2,2
522.625,26782.55,1.485,1.231,73.724,101.284,5.19,0.254,49.64,0.002,0.0,0.003,4.21,101.976,2007-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
522.625,26782.55,0.069,0.057,0.0,101.284,5.19,0.012,0.0,0.0,0.0,0.0,4.21,101.976,2007-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
547.879,27295.8,0.028,0.338,29.776,101.447,5.054,-0.31,1081.804,0.001,0.0,0.001,4.21,101.976,2008-01-01,Malaysia,coal,MYS,Asia,0,4
547.879,27295.8,2.265,1.191,59.387,101.447,5.054,1.074,26.223,0.002,0.0,0.002,4.21,101.976,2008-01-01,Malaysia,natural_gas,MYS,Asia,2,2
547.879,27295.8,0.082,0.072,0.0,101.447,5.054,0.01,0.0,0.0,0.0,0.0,4.21,101.976,2008-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
547.879,27295.8,1.496,1.168,86.259,101.447,5.054,0.327,57.667,0.002,0.0,0.003,4.21,101.976,2008-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
539.585,27793.22,0.047,0.361,32.921,102.006,5.254,-0.314,701.518,0.001,0.0,0.001,4.21,101.976,2009-01-01,Malaysia,coal,MYS,Asia,0,4
539.585,27793.22,2.246,1.158,63.195,102.006,5.254,1.088,28.136,0.002,0.0,0.002,4.21,101.976,2009-01-01,Malaysia,natural_gas,MYS,Asia,2,2
539.585,27793.22,0.087,0.079,0.0,102.006,5.254,0.008,0.0,0.0,0.0,0.0,4.21,101.976,2009-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
539.585,27793.22,1.415,1.237,81.7,102.006,5.254,0.178,57.747,0.002,0.0,0.003,4.21,101.976,2009-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
580.205,28263.55,0.053,0.51,35.182,105.311,5.13,-0.457,668.701,0.001,0.0,0.001,4.21,101.976,2010-01-01,Malaysia,coal,MYS,Asia,0,4
580.205,28263.55,2.286,1.213,61.439,105.311,5.13,1.073,26.878,0.002,0.0,0.002,4.21,101.976,2010-01-01,Malaysia,natural_gas,MYS,Asia,2,2
580.205,28263.55,1.43,1.179,81.44,105.311,5.13,0.251,56.942,0.002,0.0,0.003,4.21,101.976,2010-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
580.205,28263.55,0.077,0.074,0.0,105.311,5.13,0.003,0.0,0.0,0.0,0.0,4.21,101.976,2010-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
610.918,28701.38,0.064,0.51,49.853,106.854,5.02,-0.446,778.878,0.001,0.0,0.002,4.21,101.976,2011-01-01,Malaysia,coal,MYS,Asia,0,4
610.918,28701.38,2.296,1.158,64.359,106.854,5.02,1.137,28.037,0.002,0.0,0.002,4.21,101.976,2011-01-01,Malaysia,natural_gas,MYS,Asia,2,2
610.918,28701.38,1.293,1.311,77.556,106.854,5.02,-0.018,59.964,0.002,0.0,0.003,4.21,101.976,2011-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
610.918,28701.38,0.091,0.087,0.0,106.854,5.02,0.004,0.0,0.0,0.0,0.0,4.21,101.976,2011-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
644.357,29114.62,0.065,0.548,49.826,106.993,4.834,-0.484,769.452,0.001,0.0,0.002,4.21,101.976,2012-01-01,Malaysia,coal,MYS,Asia,0,4
644.357,29114.62,2.306,1.174,61.459,106.993,4.834,1.132,26.657,0.002,0.0,0.002,4.21,101.976,2012-01-01,Malaysia,natural_gas,MYS,Asia,2,2
644.357,29114.62,1.311,1.293,85.227,106.993,4.834,0.018,64.992,0.002,0.0,0.003,4.21,101.976,2012-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
644.357,29114.62,0.103,0.1,0.0,106.993,4.834,0.003,0.0,0.0,0.0,0.0,4.21,101.976,2012-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
674.601,29515.02,0.064,0.52,53.983,111.851,4.894,-0.457,849.76,0.001,0.0,0.002,4.21,101.976,2013-01-01,Malaysia,coal,MYS,Asia,0,4
674.601,29515.02,2.413,1.22,62.288,111.851,4.894,1.193,25.809,0.002,0.0,0.002,4.21,101.976,2013-01-01,Malaysia,natural_gas,MYS,Asia,2,2
674.601,29515.02,0.141,0.127,0.0,111.851,4.894,0.013,0.0,0.0,0.0,0.0,4.21,101.976,2013-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
674.601,29515.02,1.25,1.433,85.019,111.851,4.894,-0.183,67.991,0.002,0.0,0.003,4.21,101.976,2013-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
715.123,29914.47,0.058,0.526,50.971,114.778,4.801,-0.468,876.459,0.001,0.0,0.002,4.21,101.976,2014-01-01,Malaysia,coal,MYS,Asia,0,4
715.123,29914.47,2.433,1.308,64.734,114.778,4.801,1.125,26.609,0.002,0.0,0.002,4.21,101.976,2014-01-01,Malaysia,natural_gas,MYS,Asia,2,2
715.123,29914.47,0.157,0.14,0.0,114.778,4.801,0.017,0.0,0.0,0.0,0.0,4.21,101.976,2014-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
715.123,29914.47,1.31,1.46,97.209,114.778,4.801,-0.15,74.196,0.002,0.0,0.003,4.21,101.976,2014-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
750.929,30323.4,0.056,0.594,51.531,109.878,4.437,-0.538,917.38,0.001,0.0,0.002,4.21,101.976,2015-01-01,Malaysia,coal,MYS,Asia,0,4
750.929,30323.4,2.359,1.179,69.412,109.878,4.437,1.18,29.426,0.002,0.0,0.002,4.21,101.976,2015-01-01,Malaysia,natural_gas,MYS,Asia,2,2
750.929,30323.4,1.412,1.387,98.653,109.878,4.437,0.024,69.877,0.002,0.0,0.003,4.21,101.976,2015-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
750.929,30323.4,0.175,0.171,0.0,109.878,4.437,0.004,0.0,0.0,0.0,0.0,4.21,101.976,2015-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
784.344,30742.55,0.05,0.634,59.866,108.683,4.26,-0.584,1207.305,0.001,0.0,0.002,4.21,101.976,2016-01-01,Malaysia,coal,MYS,Asia,0,4
784.344,30742.55,2.332,1.101,62.564,108.683,4.26,1.231,26.831,0.001,0.0,0.002,4.21,101.976,2016-01-01,Malaysia,natural_gas,MYS,Asia,2,2
784.344,30742.55,0.221,0.207,0.0,108.683,4.26,0.013,0.0,0.0,0.0,0.0,4.21,101.976,2016-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
784.344,30742.55,1.479,1.399,93.909,108.683,4.26,0.08,63.477,0.002,0.0,0.003,4.21,101.976,2016-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
829.936,31164.95,0.066,0.697,63.211,112.843,4.237,-0.632,963.48,0.001,0.0,0.002,4.21,101.976,2017-01-01,Malaysia,coal,MYS,Asia,0,4
829.936,31164.95,2.584,1.132,58.411,112.843,4.237,1.452,22.605,0.001,0.0,0.002,4.21,101.976,2017-01-01,Malaysia,natural_gas,MYS,Asia,2,2
829.936,31164.95,1.459,1.411,95.904,112.843,4.237,0.048,65.724,0.002,0.0,0.003,4.21,101.976,2017-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
829.936,31164.95,0.285,0.276,0.0,112.843,4.237,0.009,0.0,0.0,0.0,0.0,4.21,101.976,2017-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
870.131,31587.03,0.058,0.752,70.735,121.486,4.41,-0.694,1214.785,0.001,0.0,0.002,4.21,101.976,2018-01-01,Malaysia,coal,MYS,Asia,0,4
870.131,31587.03,2.718,1.42,60.084,121.486,4.41,1.298,22.103,0.002,0.0,0.002,4.21,101.976,2018-01-01,Malaysia,natural_gas,MYS,Asia,2,2
870.131,31587.03,0.296,0.289,0.0,121.486,4.41,0.008,0.0,0.0,0.0,0.0,4.21,101.976,2018-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
870.131,31587.03,1.447,1.376,96.822,121.486,4.41,0.071,66.895,0.002,0.0,0.003,4.21,101.976,2018-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
908.76,32005.27,0.061,0.795,77.553,123.755,4.358,-0.734,1276.589,0.001,0.0,0.002,4.21,101.976,2019-01-01,Malaysia,coal,MYS,Asia,0,4
908.76,32005.27,0.316,0.298,0.0,123.755,4.358,0.018,0.0,0.0,0.0,0.0,4.21,101.976,2019-01-01,Malaysia,renewables_n_other,MYS,Asia,1,0
908.76,32005.27,1.35,1.396,94.521,123.755,4.358,-0.046,70.025,0.002,0.0,0.003,4.21,101.976,2019-01-01,Malaysia,petroleum_n_other_liquids,MYS,Asia,2,3
908.76,32005.27,2.788,1.472,75.355,123.755,4.358,1.316,27.024,0.002,0.0,0.002,4.21,101.976,2019-01-01,Malaysia,natural_gas,MYS,Asia,2,2
9.373,3219.46,3.84,0.213,0.0,124.788,0.0,3.627,0.0,0.023,0.0,0.0,26.335,17.228,1980-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,3,3
9.373,3219.46,0.188,0.188,0.0,124.788,0.0,0.0,0.0,0.02,0.0,0.0,26.335,17.228,1980-01-01,Libya,natural_gas,LBY,Africa,1,2
9.373,3219.46,0.0,0.0,0.0,124.788,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1980-01-01,Libya,coal,LBY,Africa,1,4
5.905,3219.46,0.0,0.0,0.0,124.788,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1980-01-01,Libya,renewables_n_other,LBY,Africa,1,0
9.172,3347.78,2.459,0.245,14.142,107.469,0.0,2.214,5.751,0.027,0.0,0.004,26.335,17.228,1981-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
9.172,3347.78,0.115,0.115,9.999,107.469,0.0,0.0,86.82,0.013,0.0,0.003,26.335,17.228,1981-01-01,Libya,natural_gas,LBY,Africa,0,2
9.172,3347.78,0.0,0.0,0.0,107.469,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1981-01-01,Libya,coal,LBY,Africa,1,4
408.668,3347.78,0.0,0.0,0.0,107.469,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1981-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.949,3480.44,2.487,0.264,16.0,102.255,0.0,2.224,6.432,0.029,0.0,0.005,26.335,17.228,1982-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.949,3480.44,0.126,0.092,6.111,102.255,0.0,0.034,48.635,0.01,0.0,0.002,26.335,17.228,1982-01-01,Libya,natural_gas,LBY,Africa,0,2
8.949,3480.44,0.0,0.0,0.0,102.255,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1982-01-01,Libya,coal,LBY,Africa,1,4
403.425,3480.44,0.0,0.0,0.0,102.255,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1982-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.779,3614.68,0.0,0.0,0.0,105.997,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1983-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.779,3614.68,0.147,0.117,4.888,105.997,0.0,0.029,33.35,0.013,0.0,0.001,26.335,17.228,1983-01-01,Libya,natural_gas,LBY,Africa,1,2
8.779,3614.68,0.0,0.0,0.0,105.997,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1983-01-01,Libya,coal,LBY,Africa,1,4
410.518,3614.68,2.378,0.266,18.0,105.997,0.0,2.112,7.571,0.001,0.0,0.005,26.335,17.228,1983-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.594,3746.71,0.0,0.0,0.0,102.405,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1984-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.594,3746.71,2.357,0.256,18.0,102.405,0.0,2.101,7.638,0.03,0.0,0.005,26.335,17.228,1984-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.594,3746.71,0.17,0.128,6.222,102.405,0.0,0.042,36.681,0.015,0.0,0.002,26.335,17.228,1984-01-01,Libya,natural_gas,LBY,Africa,0,2
8.594,3746.71,0.0,0.0,0.0,102.405,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1984-01-01,Libya,coal,LBY,Africa,1,4
8.522,3873.78,2.273,0.272,17.0,108.934,0.0,2.001,7.48,0.032,0.0,0.004,26.335,17.228,1985-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.522,3873.78,0.188,0.15,6.777,108.934,0.0,0.039,35.961,0.018,0.0,0.002,26.335,17.228,1985-01-01,Libya,natural_gas,LBY,Africa,0,2
8.522,3873.78,0.0,0.0,0.0,108.934,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1985-01-01,Libya,coal,LBY,Africa,1,4
434.564,3873.78,0.0,0.0,0.0,108.934,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1985-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.379,3994.6,2.227,0.265,18.0,110.488,0.0,1.961,8.084,0.032,0.0,0.005,26.335,17.228,1986-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.379,3994.6,0.207,0.176,7.944,110.488,0.0,0.031,38.319,0.021,0.0,0.002,26.335,17.228,1986-01-01,Libya,natural_gas,LBY,Africa,0,2
8.379,3994.6,0.0,0.0,0.0,110.488,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1986-01-01,Libya,coal,LBY,Africa,1,4
448.147,3994.6,0.0,0.0,0.0,110.488,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1986-01-01,Libya,renewables_n_other,LBY,Africa,1,0
8.295,4109.72,2.096,0.285,19.0,110.426,0.0,1.811,9.064,0.034,0.0,0.005,26.335,17.228,1987-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
8.295,4109.72,0.198,0.169,9.332,110.426,0.0,0.029,47.161,0.02,0.0,0.002,26.335,17.228,1987-01-01,Libya,natural_gas,LBY,Africa,0,2
8.295,4109.72,0.0,0.0,0.0,110.426,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1987-01-01,Libya,coal,LBY,Africa,1,4
456.438,4109.72,0.0,0.0,0.0,110.426,0.0,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1987-01-01,Libya,renewables_n_other,LBY,Africa,1,0
95.422,4220.45,0.0,0.0,0.0,110.098,4.87,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1988-01-01,Libya,renewables_n_other,LBY,Africa,1,0
95.422,4220.45,2.531,0.3,21.0,110.098,4.87,2.23,8.298,0.003,0.0,0.005,26.335,17.228,1988-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
95.422,4220.45,0.203,0.164,8.944,110.098,4.87,0.039,44.032,0.002,0.0,0.002,26.335,17.228,1988-01-01,Libya,natural_gas,LBY,Africa,0,2
95.422,4220.45,0.0,0.0,0.0,110.098,4.87,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1988-01-01,Libya,coal,LBY,Africa,1,4
102.292,4328.94,0.0,0.0,0.0,111.061,4.7,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1989-01-01,Libya,renewables_n_other,LBY,Africa,1,0
102.292,4328.94,2.48,0.308,21.0,111.061,4.7,2.172,8.469,0.003,0.0,0.005,26.335,17.228,1989-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
102.292,4328.94,0.222,0.173,8.721,111.061,4.7,0.049,39.292,0.002,0.0,0.002,26.335,17.228,1989-01-01,Libya,natural_gas,LBY,Africa,0,2
102.292,4328.94,0.0,0.0,0.0,111.061,4.7,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1989-01-01,Libya,coal,LBY,Africa,1,4
106.098,4436.66,0.0,0.0,0.0,114.508,4.788,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1990-01-01,Libya,renewables_n_other,LBY,Africa,1,0
106.098,4436.66,2.954,0.325,22.0,114.508,4.788,2.629,7.448,0.003,0.0,0.005,26.335,17.228,1990-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
106.098,4436.66,0.229,0.183,9.166,114.508,4.788,0.046,39.975,0.002,0.0,0.002,26.335,17.228,1990-01-01,Libya,natural_gas,LBY,Africa,0,2
106.098,4436.66,0.0,0.0,0.0,114.508,4.788,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1990-01-01,Libya,coal,LBY,Africa,1,4
122.708,4544.25,0.0,0.0,0.0,116.712,4.322,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1991-01-01,Libya,renewables_n_other,LBY,Africa,1,0
122.708,4544.25,3.19,0.347,24.0,116.712,4.322,2.843,7.524,0.003,0.0,0.005,26.335,17.228,1991-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
122.708,4544.25,0.242,0.183,9.721,116.712,4.322,0.058,40.202,0.001,0.0,0.002,26.335,17.228,1991-01-01,Libya,natural_gas,LBY,Africa,0,2
122.708,4544.25,0.0,0.0,0.0,116.712,4.322,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1991-01-01,Libya,coal,LBY,Africa,1,4
119.379,4650.9,3.093,0.313,25.0,106.417,4.146,2.78,8.084,0.003,0.0,0.005,26.335,17.228,1992-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
119.379,4650.9,0.25,0.182,9.73,106.417,4.146,0.068,38.859,0.002,0.0,0.002,26.335,17.228,1992-01-01,Libya,natural_gas,LBY,Africa,0,2
119.379,4650.9,0.0,0.0,0.0,106.417,4.146,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1992-01-01,Libya,coal,LBY,Africa,1,4
119.379,4650.9,0.0,0.0,0.0,106.417,4.146,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1992-01-01,Libya,renewables_n_other,LBY,Africa,1,0
114.887,4755.13,2.934,0.337,23.0,107.828,4.463,2.597,7.84,0.003,0.0,0.005,26.335,17.228,1993-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
114.887,4755.13,0.235,0.176,9.666,107.828,4.463,0.059,41.103,0.002,0.0,0.002,26.335,17.228,1993-01-01,Libya,natural_gas,LBY,Africa,0,2
114.887,4755.13,0.0,0.0,0.0,107.828,4.463,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1993-01-01,Libya,coal,LBY,Africa,1,4
114.887,4755.13,0.0,0.0,0.0,107.828,4.463,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1993-01-01,Libya,renewables_n_other,LBY,Africa,1,0
117.11,4854.87,0.0,0.0,0.0,109.191,4.527,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1994-01-01,Libya,renewables_n_other,LBY,Africa,1,0
117.11,4854.87,0.236,0.182,9.338,109.191,4.527,0.055,39.523,0.002,0.0,0.002,26.335,17.228,1994-01-01,Libya,natural_gas,LBY,Africa,0,2
117.11,4854.87,0.0,0.0,0.0,109.191,4.527,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1994-01-01,Libya,coal,LBY,Africa,1,4
117.11,4854.87,2.969,0.349,24.0,109.191,4.527,2.62,8.084,0.003,0.0,0.005,26.335,17.228,1994-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
114.509,4948.8,0.0,0.0,0.0,111.849,4.834,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1995-01-01,Libya,renewables_n_other,LBY,Africa,1,0
114.509,4948.8,2.993,0.374,25.0,111.849,4.834,2.619,8.352,0.003,0.0,0.005,26.335,17.228,1995-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
114.509,4948.8,0.234,0.179,9.632,111.849,4.834,0.055,41.088,0.002,0.0,0.002,26.335,17.228,1995-01-01,Libya,natural_gas,LBY,Africa,0,2
114.509,4948.8,0.0,0.0,0.0,111.849,4.834,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1995-01-01,Libya,coal,LBY,Africa,1,4
116.953,5036.17,3.039,0.392,27.0,116.159,5.002,2.647,8.885,0.003,0.0,0.005,26.335,17.228,1996-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
116.953,5036.17,0.237,0.193,9.515,116.159,5.002,0.044,40.082,0.002,0.0,0.002,26.335,17.228,1996-01-01,Libya,natural_gas,LBY,Africa,0,2
116.953,5036.17,0.0,0.0,0.0,116.159,5.002,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1996-01-01,Libya,coal,LBY,Africa,1,4
116.953,5036.17,0.0,0.0,0.0,116.159,5.002,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1996-01-01,Libya,renewables_n_other,LBY,Africa,1,0
123.05,5118.01,3.143,0.415,28.0,120.362,5.006,2.729,8.908,0.003,0.0,0.005,26.335,17.228,1997-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
123.05,5118.01,0.243,0.202,10.24,120.362,5.006,0.041,42.155,0.002,0.0,0.002,26.335,17.228,1997-01-01,Libya,natural_gas,LBY,Africa,0,2
123.05,5118.01,0.0,0.0,0.0,120.362,5.006,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1997-01-01,Libya,coal,LBY,Africa,1,4
123.05,5118.01,0.0,0.0,0.0,120.362,5.006,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1997-01-01,Libya,renewables_n_other,LBY,Africa,1,0
118.679,5196.77,0.0,0.0,0.0,114.077,4.995,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1998-01-01,Libya,renewables_n_other,LBY,Africa,1,0
118.679,5196.77,3.026,0.391,30.0,114.077,4.995,2.634,9.915,0.003,0.0,0.006,26.335,17.228,1998-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
118.679,5196.77,0.235,0.202,10.692,114.077,4.995,0.034,45.465,0.002,0.0,0.002,26.335,17.228,1998-01-01,Libya,natural_gas,LBY,Africa,0,2
118.679,5196.77,0.0,0.0,0.0,114.077,4.995,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1998-01-01,Libya,coal,LBY,Africa,1,4
119.568,5275.92,0.0,0.0,0.0,101.436,4.476,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1999-01-01,Libya,renewables_n_other,LBY,Africa,1,0
119.568,5275.92,2.875,0.378,28.0,101.436,4.476,2.497,9.738,0.003,0.0,0.005,26.335,17.228,1999-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
119.568,5275.92,0.192,0.157,10.692,101.436,4.476,0.035,55.607,0.001,0.0,0.002,26.335,17.228,1999-01-01,Libya,natural_gas,LBY,Africa,0,2
119.568,5275.92,0.0,0.0,0.0,101.436,4.476,0.0,0.0,0.0,0.0,0.0,26.335,17.228,1999-01-01,Libya,coal,LBY,Africa,1,4
122.364,5357.89,3.076,0.534,29.0,135.614,5.938,2.541,9.428,0.004,0.0,0.005,26.335,17.228,2000-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
122.364,5357.89,0.222,0.192,8.318,135.614,5.938,0.03,37.493,0.002,0.0,0.002,26.335,17.228,2000-01-01,Libya,natural_gas,LBY,Africa,0,2
122.364,5357.89,0.0,0.0,0.0,135.614,5.938,0.0,0.0,0.0,0.0,0.0,26.335,17.228,2000-01-01,Libya,coal,LBY,Africa,1,4
122.364,5357.89,0.0,0.0,0.0,135.614,5.938,0.0,0.0,0.0,0.0,0.0,26.335,17.228,2000-01-01,Libya,renewables_n_other,LBY,Africa,1,0
122.99,5443.25,2.979,0.533,30.0,134.561,5.955,2.446,10.071,0.004,0.0,0.006,26.335,17.228,2001-01-01,Libya,petroleum_n_other_liquids,LBY,Africa,2,3
